temple_name,address,prefecture,latitude,longitude,maps_url,regions
Kajika Bridge,"付近, 586-2 Ikahomachi Ikaho, Shibukawa, Gunma 377-0102, Japan",Gunma,36.4921061,138.9148349,http://maps.google.com/?cid=4277024496622478571,Gunma
Kakurin-ji,"Kitazaike-424 Kakogawacho, Kakogawa, Hyogo 675-0031, Japan",Hyogo,34.7527403,134.8328322,http://maps.google.com/?cid=12351717940709533733,Hyogo
Kameido Tenjin Shrine,"3 Chome-6-1 Kameido, Koto City, Tokyo 136-0071, Japan",Tokyo,35.7030288,139.8206618,http://maps.google.com/?cid=4840158722620709294,Tokyo
Kamigamo Shrine,"339 Kamigamo Motoyama, Kita Ward, Kyoto, 603-8047, Japan",Toyama,35.0603776,135.7527293,http://maps.google.com/?cid=6486069360726034990,Toyama
Kanahebisui Shrine,"Japan, 〒989-2464 Miyagi, Iwanuma, Miiroyoshi, Suijin−７",Miyagi,38.1197356,140.8379658,http://maps.google.com/?cid=8283650761842202359,Miyagi
Kanegasaki-gu Shrine,"1-4 Kanegasakicho, Tsuruga, Fukui 914-0072, Japan",Fukui,35.6645316,136.0741067,http://maps.google.com/?cid=11816505880248805302,Fukui
Kannonji Juroku Rakan Temple,"1782 Taketa, Oita 878-0013, Japan",Oita,32.9681126,131.3914516,http://maps.google.com/?cid=5836665901341601191,Oita
Kanzarashi no Mise Yui,"3204 Ichinomiyamachi Miyaji, Aso, Kumamoto 869-2612, Japan",Kumamoto,32.9514814,131.1160421,http://maps.google.com/?cid=468151049050822266,Kumamoto
Katori Jingu Shrine,"1697 Katori, Chiba 287-0017, Japan",Chiba,35.8861602,140.5287201,http://maps.google.com/?cid=3441923304426709359,Chiba
Katsuragi Shrine,"Izunokuni, Shizuoka 410-2325, Japan",Shizuoka,35.0118746,138.9207995,http://maps.google.com/?cid=9471686196306289734,Shizuoka
Kawachi Fujien,"2 Chome-2-48 Kawachi, Yahatahigashi Ward, Kitakyushu, Fukuoka 805-0045, Japan",Fukuoka,33.8322415,130.7922743,http://maps.google.com/?cid=18195540448328610954,Fukuoka
Kawaguchiko Sta.,"Funatsu, Fujikawaguchiko, Minamitsuru District, Yamanashi 401-0301, Japan",Yamanashi,35.4983535,138.7683821,http://maps.google.com/?cid=15942255934418578370,Yamanashi
Kehi-jingu Shrine,"11-68 Akebonocho, Tsuruga, Fukui 914-0075, Japan",Fukui,35.6547802,136.0747217,http://maps.google.com/?cid=8632576456613738285,Fukui
Keibunsha Ichijoji Bookshop,"Japan, 〒606-8184 Kyoto, Sakyo Ward, Ichijoji Haraitonocho, １０",Kyoto,35.0439648,135.7849094,http://maps.google.com/?cid=6457500933402756748,Kyoto
Keikuji,"457 Miyakawa, Sado, Niigata 952-0212, Japan",Niigata,37.983471,138.3860101,http://maps.google.com/?cid=9712702382153219891,Niigata
Kenkonzan Nihon-ji Temple,"184 Motona, Kyonan, Awa District, Chiba 299-2100, Japan",Chiba,35.1569119,139.8319369,http://maps.google.com/?cid=13856307049065887239,Chiba
Kibitsu Jinja (Sanbi Ichinomiya),"931 Kibitsu, Kita Ward, Okayama, 701-1341, Japan",Okayama,34.6707293,133.850597,http://maps.google.com/?cid=45828749229339892,Okayama
Kibitsuhiko Shrine,"1043 Ichinomiya, Kita Ward, Okayama, 701-1211, Japan",Okayama,34.6768634,133.8640841,http://maps.google.com/?cid=2049276458791501975,Okayama
Kimuraya,"Japan, 〒997-0052 Yamagata, Tsuruoka, Kakuganji, 水上249-1",Yamagata,38.7492358,139.8246201,http://maps.google.com/?cid=11976847626670162687,Yamagata
Kinchakuya,"7-1 Jizohamacho, Kishiwada, Osaka 596-0015, Japan",Osaka,34.4661572,135.3644848,http://maps.google.com/?cid=8527231129699995390,Osaka
Kindankajitsu,"2 Chome-7-7 Nakameguro, Meguro City, Tokyo 153-0061, Japan",Tokyo,35.6377757,139.7053797,http://maps.google.com/?cid=2472637044580109121,Tokyo
Kinpusen-ji,"2498 Yoshinoyama, Yoshino, Yoshino District, Nara 639-3115, Japan",Nara,34.3684636,135.8587085,http://maps.google.com/?cid=6460538476774752029,Nara
Kiryu Tenmangu Shrine Old Folk Equipment Antique Market,"1 Chome-3 Tenjincho, Kiryu, Gunma 376-0052, Japan",Gunma,36.420772,139.3457667,http://maps.google.com/?cid=16511631223456680520,Gunma
Kiso-no-Ohashi Bridge,"Narai, Shiojiri, Nagano 399-6303, Japan",Nagano,35.9660743,137.814051,http://maps.google.com/?cid=9989022970425923220,Nagano
Kitano Tenmangu Shrine,"Bakurocho, Kamigyo Ward, Kyoto, 602-8386, Japan",Kyoto,35.0311737,135.7351227,http://maps.google.com/?cid=6568217213263605274,Kyoto
Kitsuneya,"4 Chome-9-12 Tsukiji, Chuo City, Tokyo 104-0045, Japan",Tokyo,35.6657341,139.7698435,http://maps.google.com/?cid=10762732184996540674,Tokyo
Kiyomizu-dera,"1 Chome-294 Kiyomizu, Higashiyama Ward, Kyoto, 605-0862, Japan",Kyoto,34.9946662,135.784661,http://maps.google.com/?cid=7111013964196361402,Kyoto
Kobe Kitano Ijinkan-Gai,"Kitanocho, Chuo Ward, Kobe, Hyogo 650-0002, Japan",Hyogo,34.7007283,135.1907906,http://maps.google.com/?cid=14802820810607101306,Hyogo
Kochikaze,"2-22 Karakiyocho, Tennoji Ward, Osaka, 543-0018, Japan",Osaka,34.6729677,135.5248189,http://maps.google.com/?cid=16955013783014713289,Osaka
Kodai-in Temple (Pilgrim's Lodging),"649 Koyasan, Koya, Ito District, Wakayama 648-0211, Japan",Wakayama,34.2175318,135.5848682,http://maps.google.com/?cid=8105639220298619022,Wakayama
Kokeizan Eihoji Temple,"Japan, 〒507-0014 Gifu, Tajimi, Kokeizancho, 1 Chome−４０",Gifu,35.3468154,137.1306803,http://maps.google.com/?cid=9448119024215095872,Gifu
Kokinchan,"2 Chome-14-13 Tenjin, Chuo Ward, Fukuoka, 810-0001, Japan",Fukuoka,33.5911582,130.3956623,http://maps.google.com/?cid=13982637140375159800,Fukuoka
Kokutaijiato,"1 Chome-15 Wangetsu, Akkeshi, Akkeshi District, Hokkaido 088-1114, Japan",Hokkaido,43.0319809,144.8383985,http://maps.google.com/?cid=4465517418751779879,Hokkaido
Komyo-in Temple,"15 Chome-809 Honmachi, Higashiyama Ward, Kyoto, 605-0981, Japan",Kyoto,34.9739537,135.7736704,http://maps.google.com/?cid=16907259805051138123,Kyoto
Komyozen-ji,"2 Chome-16-1 Saifu, Dazaifu, Fukuoka 818-0117, Japan",Fukuoka,33.5183841,130.5341726,http://maps.google.com/?cid=9370204568492925137,Fukuoka
Konchi-in,"86-12 Nanzenji Fukuchicho, Sakyo Ward, Kyoto, 606-8435, Japan",Kyoto,35.0105075,135.7906663,http://maps.google.com/?cid=3626855720278937198,Kyoto
Kongobu-ji Kondo (Golden Hall),"Japan, 〒648-0211 Wakayama, Ito District, Koya, Koyasan, 132 壇上伽藍",Wakayama,34.21302,135.5795372,http://maps.google.com/?cid=2163024265639357010,Wakayama
Kongobu-ji Saito (West Pagoda),"132 Koyasan, Koya, Ito District, Wakayama 648-0211, Japan",Wakayama,34.2137579,135.5785283,http://maps.google.com/?cid=16587202596675192876,Wakayama
Kongorinji,"874 Matsuoji, Aishō, Echi District, Shiga 529-1202, Japan",Shiga,35.1628133,136.2792712,http://maps.google.com/?cid=12686748986441177584,Shiga
Konkai Kōmyō-ji Temple,"121 Kurodanicho, Sakyo Ward, Kyoto, 606-8331, Japan",Kyoto,35.0194736,135.7875217,http://maps.google.com/?cid=2732943431177922448,Kyoto
Konouchi Shrine,"958 Konouchi, Kiho, Minamimuro District, Mie 519-5712, Japan",Mie,33.7610573,136.006223,http://maps.google.com/?cid=17957546894872140092,Mie
Konpon-ji,"Niiboono, Sado, Niigata 952-0109, Japan",Niigata,38.0113641,138.4138281,http://maps.google.com/?cid=12507223683679273706,Niigata
Kouri Shrimp,"314 Kouri, Nakijin, Kunigami District, Okinawa 905-0406, Japan",Okinawa,26.6968294,128.0197784,http://maps.google.com/?cid=7502359564575922405,Okinawa
Kousanji Temple,"553-2 Setodacho Setoda, Onomichi, Hiroshima 722-2411, Japan",Hiroshima,34.3044254,133.0901665,http://maps.google.com/?cid=297123292266268359,Hiroshima
Kozan-ji Butsuden (Buddha Hall),"1 Chome-2-5 Chofukawabata, Shimonoseki, Yamaguchi 752-0979, Japan",Yamaguchi,33.9956183,130.981928,http://maps.google.com/?cid=5753448814553572870,Yamaguchi
Kubota Itchiku Art Museum,"2255 Kawaguchi, Fujikawaguchiko, Minamitsuru District, Yamanashi 401-0304, Japan",Yamanashi,35.527324,138.7598324,http://maps.google.com/?cid=12093708946715140316,Yamanashi
"Kunjudo Co,. Ltd.","1255-1 Taga, Awaji, Hyogo 656-1521, Japan",Hyogo,34.4695,134.848089,http://maps.google.com/?cid=7545315135061565250,Hyogo
Kunōzan Tōshōgū (Shinto Shrine),"390 Negoya, Suruga Ward, Shizuoka, 422-8011, Japan",Shizuoka,34.964826,138.467581,http://maps.google.com/?cid=18432006227154893421,Shizuoka
Kurama Temple Okunoin Maōden,"Kuramahonmachi, Sakyo Ward, Kyoto, 601-1111, Japan",Kyoto,35.1212507,135.7658538,http://maps.google.com/?cid=12767801938482497705,Kyoto
Kuratake Shrine,"3409-1 Kuratakemachi Tanasoko, Amakusa, Kumamoto 861-6402, Japan",Kumamoto,32.427694,130.3273321,http://maps.google.com/?cid=17449661819528759110,Kumamoto
"Kuro-mon Gate, Kinpusen-ji Temple","Yoshinoyama, Yoshino, Yoshino District, Nara 639-3115, Japan",Nara,34.3689396,135.858843,http://maps.google.com/?cid=10274492235303107595,Nara
Kuroshio Honjin,"8009-11 Kure, Nakatosa, Takaoka District, Kochi 789-1301, Japan",Kochi,33.321649,133.2371005,http://maps.google.com/?cid=10566799912380321370,Kochi
Kushiro City Tanchōzuru shizen-kōen (Red-crowned Crane Natural Park),"112 Tsuruoka, Kushiro, Hokkaido 084-0926, Japan",Hokkaido,43.0579204,144.1966755,http://maps.google.com/?cid=13191441154117348337,Hokkaido
Kutaniyaki Art Museum,"1-10-13 Daishoji Jikatamachi, Kaga, Ishikawa 922-0861, Japan",Ishikawa,36.302787,136.310215,http://maps.google.com/?cid=6883337974286880568,Ishikawa
Kyohei Fujita Museum of Glass,"Hama-1-4 Takagi, Matsushima, Miyagi District, Miyagi 981-0215, Japan",Miyagi,38.3770877,141.0707142,http://maps.google.com/?cid=3326998471909892001,Miyagi
Kyoto Kitcho Arashiyama,"Japan, 〒616-8385 Kyoto, Ukyo Ward, Sagatenryuji Susukinobabacho, ５８",Kyoto,35.0136211,135.6746552,http://maps.google.com/?cid=1741826616241561678,Kyoto
Kyoto Porta,"Japan, 〒600-8216 Kyoto, Shimogyo Ward, Higashishiokojicho, 902",Kyoto,34.9867119,135.7597486,http://maps.google.com/?cid=9321661010624999704,Kyoto
Kyoto Railway Museum,"Kankijicho, Shimogyo Ward, Kyoto, 600-8835, Japan",Kyoto,34.9870986,135.7422732,http://maps.google.com/?cid=9916920369112840685,Kyoto
Kyushu Railway History Museum,"2 Chome-3-29 Kiyotaki, Moji Ward, Kitakyushu, Fukuoka 801-0833, Japan",Fukuoka,33.9431488,130.9617938,http://maps.google.com/?cid=9731498008885966062,Fukuoka
Kōdaiji Temple,"Japan, 〒605-0825 Kyoto, Higashiyama Ward, 高台寺下河原町５２６",Kyoto,35.0007687,135.7812718,http://maps.google.com/?cid=2616919559259342976,Kyoto
L'Atelier de NOTO,"Japan, 〒928-0001 Ishikawa, Wajima, Kawaimachi, ４−142",Ishikawa,37.39444,136.904306,http://maps.google.com/?cid=9133660759668012288,Ishikawa
La Grace,"720 Koryuji, Awaji, Hyogo 656-2211, Japan",Hyogo,34.4862693,134.9249615,http://maps.google.com/?cid=16806691628092963525,Hyogo
Lake Biwa First Canal,"7 Miideracho, Otsu, Shiga 520-0034, Japan",Shiga,35.0120774,135.857419,http://maps.google.com/?cid=4019880952236448910,Shiga
Le Bon Vivre SHINSHINDO,"Japan, 〒600-8412 Kyoto, Shimogyo Ward, Nijohanjikicho, 668",Kyoto,35.0014398,135.7592849,http://maps.google.com/?cid=12728317876162401763,Kyoto
Limbo of Infants Shrine,"Washizaki, Sado, Niigata 952-3205, Japan",Niigata,38.3261538,138.4789377,http://maps.google.com/?cid=13003702337485884129,Niigata
Little Spice,"Japan, 〒180-0004 Tokyo, Musashino, Kichijoji Honcho, 2 Chome−14−1 山田ビル 2F",Tokyo,35.7057863,139.5774089,http://maps.google.com/?cid=3229418230056950544,Tokyo
Lumiere,"ＨＩＧＡＳＨＩＹＡＭＡ ＢＬＤＧ． ４F, 1 Chome-2-2 Kichijoji Minamicho, Musashino, Tokyo 180-0003, Japan",Tokyo,35.7022581,139.580084,http://maps.google.com/?cid=6580847009357880894,Tokyo
Magie du Chocolat Jiyugaoka,"6 Chome-33-14 Okusawa, Setagaya City, Tokyo 158-0083, Japan",Tokyo,35.6061213,139.666267,http://maps.google.com/?cid=5270012670766176099,Tokyo
Main Gate,"1 Chome-1-1 Ishiyamadera, Otsu, Shiga 520-0861, Japan",Shiga,34.9606956,135.9077209,http://maps.google.com/?cid=10816091721171316368,Shiga
Maizuru Nature and Cultural Park,"24-12 Taneji, Maizuru, Kyoto 625-0152, Japan",Kyoto,35.5385169,135.3969889,http://maps.google.com/?cid=1197798056202095034,Kyoto
Mandala Yuen (Tateyama Museum of Toyama),"Japan, 〒930-0200 Toyama, Nakaniikawa District, Tateyama, Ashikuraji, 古屋敷15番地",Toyama,36.5807926,137.400797,http://maps.google.com/?cid=18162994513004067813,Toyama
Manekineko Museum,"865-1 Kanayamaji, Kita Ward, Okayama, 701-2151, Japan",Okayama,34.7392186,133.9448818,http://maps.google.com/?cid=6870149421915888383,Okayama
Manpuku-an Eishoji,"5358 Magome, Nakatsugawa, Gifu 508-0502, Japan",Gifu,35.5269279,137.5656586,http://maps.google.com/?cid=8157263561243116148,Gifu
Manraku Unagi,"2300 Shioji, Miyazaki, 880-0122, Japan",Miyazaki,31.989405,131.47297,http://maps.google.com/?cid=17457176534809479505,Miyazaki
"Marine Chapel ""Cappella Di Mare""","2番地 Yumebutai, Awaji, Hyogo 656-2306, Japan",Hyogo,34.560518,135.0080945,http://maps.google.com/?cid=8798518211041288971,Hyogo
Marufuji Cake House,"Na-30 Okimachi, Komatsu, Ishikawa 923-0861, Japan",Ishikawa,36.4022518,136.4683694,http://maps.google.com/?cid=534389041791346470,Ishikawa
Maruichi Fuji Akasaka,"Japan, 〒107-0052 Tokyo, Minato City, Akasaka, 3 Chome−16−8 東海赤坂アネックスビル 1F",Tokyo,35.6748391,139.7362831,http://maps.google.com/?cid=6642218330021229817,Tokyo
Matano,"2-10 Kajiyamachi, Takamatsu, Kagawa 760-0028, Japan",Kagawa,34.3432962,134.0484767,http://maps.google.com/?cid=3656515149751976338,Kagawa
Matsuba Chaya,"Japan, 〒182-0017 Tokyo, Chofu, Jindaiji Motomachi, 5 Chome−１１−3",Tokyo,35.6681369,139.5496204,http://maps.google.com/?cid=12115243036415515313,Tokyo
Megumi,"Japan, 〒880-0924 Miyazaki, 大字Gujibun, 甲2250-3",Miyazaki,31.8501647,131.4357526,http://maps.google.com/?cid=5642525846279628592,Miyazaki
Meiji Seimei Kan,"2 Chome-1-1 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan",Tokyo,35.6788686,139.7615403,http://maps.google.com/?cid=6361053182658231180,Tokyo
Meiji-no-Yakata,"2339-1 Sannai, Nikko, Tochigi 321-1431, Japan",Tochigi,36.7567508,139.6029851,http://maps.google.com/?cid=14823195977417002581,Tochigi
Meijiza,"2 Chome-31-1 Nihonbashihamacho, Chuo City, Tokyo 103-0007, Japan",Tokyo,35.687902,139.786976,http://maps.google.com/?cid=2784842749734078520,Tokyo
Men-ya Inoichi Hanare,"Japan, 〒600-8076 Kyoto, Shimogyo Ward, Senshojicho, 463",Kyoto,34.9999817,135.763261,http://maps.google.com/?cid=9308459117682630403,Kyoto
Menko Ushio,"Japan, 〒101-0063 Tokyo, Chiyoda City, Kanda Awajicho, 2 Chome−４−4 アール神田淡路町 B1F",Tokyo,35.6963892,139.7677704,http://maps.google.com/?cid=3519305832366735324,Tokyo
Menya Kaijin Shinjuku Ten,"Japan, 〒160-0022 Tokyo, Shinjuku City, Shinjuku, 3 Chome−35−7 さんらくビル2F",Tokyo,35.6897433,139.7021957,http://maps.google.com/?cid=11355978000014477052,Tokyo
Miho Shrine,"608 Mihonosekicho Mihonoseki, Matsue, Shimane 690-1501, Japan",Shimane,35.5622817,133.306437,http://maps.google.com/?cid=15150145072785712971,Shimane
Mii-dera Temple,"246 Onjojicho, Otsu, Shiga 520-0036, Japan",Shiga,35.0133981,135.852861,http://maps.google.com/?cid=15031231823543743196,Shiga
Mijinco Coffee,"Japan, 〒113-0034 Tokyo, Bunkyo City, Yushima, 2 Chome−9−10 湯島三組ビル 1F",Tokyo,35.7040126,139.7669052,http://maps.google.com/?cid=10009344242020450595,Tokyo
Mikuriga-ike Pond,"Japan, 〒930-1406 Toyama, Nakaniikawa District, Tateyama, Ashikuraji, ブナ坂外11国有林",Toyama,36.5804903,137.5972082,http://maps.google.com/?cid=17667741278327254105,Toyama
Minamijiyuken,"1 Chome-11-5 Taishi, Nishinari Ward, Osaka, 557-0002, Japan",Osaka,34.6474693,135.5050146,http://maps.google.com/?cid=6889801221088318446,Osaka
Minashi Shrine,"5323 Ichinomiyamachi, Takayama, Gifu 509-3505, Japan",Gifu,36.085355,137.2518126,http://maps.google.com/?cid=4154086306557237061,Gifu
Minenoura Tarumizu Iseki,"Japan, 〒999-3301 Yamagata, Yamadera, 千手院",Yamagata,38.3180192,140.4431371,http://maps.google.com/?cid=16787663413552385665,Yamagata
Mirei Shigemori Garden Museum,"34 Yoshidakamiojicho, Sakyo Ward, Kyoto, 606-8312, Japan",Kyoto,35.0241044,135.7821629,http://maps.google.com/?cid=15262977664571949338,Kyoto
Mitsumine Shrine,"298-1 Mitsumine, Chichibu, Saitama 369-1902, Japan",Saitama,35.9254539,138.9304719,http://maps.google.com/?cid=17286724340641399812,Saitama
Miyajidake Shrine,"7-1 Miyaji Motomachi, Fukutsu, Fukuoka 811-3309, Japan",Fukuoka,33.7799141,130.4862328,http://maps.google.com/?cid=11757591745832193407,Fukuoka
Miyajima Light-up Cruise,"Ebisumachi-1162-18 Miyajimacho, Hatsukaichi, Hiroshima 739-0588, Japan",Aichi,34.3031538,132.322663,http://maps.google.com/?cid=7670135135304653863,Aichi
Miyajima Ropeway,"Japan, 〒739-0522 Hiroshima, Hatsukaichi, Miyajimacho, 紅葉谷公園",Aichi,34.2932587,132.3267509,http://maps.google.com/?cid=1684064049482664941,Aichi
Mojiko Beer Factory,"6-9 Higashiminatomachi, Moji Ward, Kitakyushu, Fukuoka 801-0853, Japan",Fukuoka,33.9485798,130.9628624,http://maps.google.com/?cid=16919228418393717916,Fukuoka
Momijidani Suspension Bridge,"1425-60 Sekiya, Nasushiobara, Tochigi 329-2801, Japan",Tochigi,36.9549769,139.8794436,http://maps.google.com/?cid=17207700937017583532,Tochigi
Momotaro Shrine,"Ohira-853 Kurisu, Inuyama, Aichi 484-0002, Japan",Aichi,35.405234,136.9662016,http://maps.google.com/?cid=15357680051941454962,Aichi
Mont-Blanc,"Japan, 〒152-0035 Tokyo, Meguro City, Jiyugaoka, 1 Chome−25−13 岩立ビル 1階",Tokyo,35.6095596,139.6685277,http://maps.google.com/?cid=18078543031909128138,Tokyo
Mosaic Tile Museum Tajimi,"2082-5 Kasaharacho, Tajimi, Gifu 507-0901, Japan",Gifu,35.299116,137.159534,http://maps.google.com/?cid=795103758025541656,Gifu
Mt. Fuji World Heritage Centre,"5-12 Miyacho, Fujinomiya, Shizuoka 418-0067, Japan",Shizuoka,35.22378,138.608858,http://maps.google.com/?cid=6860909163498435800,Shizuoka
Mt.Ushiro Seminar House Sansō.,"Ushiroji-1382 Tomocho, Fukuyama, Hiroshima 720-0202, Japan",Hiroshima,34.3838008,133.3771541,http://maps.google.com/?cid=228851922777316689,Hiroshima
Murin-an Garden,"Japan, 〒606-8437 Kyoto, Sakyo Ward, Nanzenji Kusakawacho, 31 ３１番地",Kyoto,35.0115712,135.7872752,http://maps.google.com/?cid=16812399602059243918,Kyoto
Museum Meiji-Mura,"Japan, 〒484-0000 Aichi, Inuyama, Uchiyama, 1番地",Aichi,35.3404417,136.9885261,http://maps.google.com/?cid=9069939203718383709,Aichi
"Museum of Modern Ceramic Art, Gifu","現代陶芸美術館 セラミックパークMINO, 内, 4 Chome-２-5 Higashimachi, Tajimi, Gifu 507-0801, Japan",Gifu,35.3307561,137.1553192,http://maps.google.com/?cid=17472077850651568356,Gifu
Myosen-ji,"29 Abutsubo, Sado, Niigata 952-0303, Japan",Niigata,37.9713241,138.3726234,http://maps.google.com/?cid=18364821656951454688,Niigata
Nakajima Taishodo,"448 Kaibaracho Kaibara, Tamba, Hyogo 669-3309, Japan",Hyogo,35.1299609,135.081544,http://maps.google.com/?cid=14859995160296679069,Hyogo
Nakamura-ya,"3 Chome-15-2 Kumoji, Naha, Okinawa 900-0015, Japan",Okinawa,26.2157227,127.6822839,http://maps.google.com/?cid=13868052967128304453,Okinawa
Nanzen-ji,"Nanzenji Fukuchicho, Sakyo Ward, Kyoto, 606-8435, Japan",Kyoto,35.0114138,135.7944841,http://maps.google.com/?cid=10924926609275223973,Kyoto
Naramachi Koshi-no-Ie (Lattice House),"44 Gangojicho, Nara, 630-8332, Japan",Nara,34.675011,135.830736,http://maps.google.com/?cid=7965453730652382741,Nara
Naritasan Shinsho-ji,"1 Narita, Chiba 286-0023, Japan",Chiba,35.7860511,140.3182485,http://maps.google.com/?cid=16031890772917928925,Chiba
"Nashikkokan, Tottori Nijisseiki Pear Museum","198-4 Dakyojicho, Kurayoshi, Tottori 682-0816, Japan",Tottori,35.4312712,133.8354156,http://maps.google.com/?cid=13687826627544736768,Tottori
Nasu Oyaji,"Japan, 〒155-0032 Tokyo, Setagaya City, Daizawa, 5 Chome−36−8 アルファビル 1F",Tokyo,35.6592719,139.6668722,http://maps.google.com/?cid=16542072058185177541,Tokyo
National Theatre Okinawa,"4 Chome-14-1 Jitchaku, Urasoe, Okinawa 901-2122, Japan",Okinawa,26.2461929,127.6887076,http://maps.google.com/?cid=9035212921940633714,Okinawa
National Treasure Osaki Hachiman Shrine,"4 Chome-6-1 Hachiman, Aoba Ward, Sendai, Miyagi 980-0871, Japan",Miyagi,38.2725199,140.8450332,http://maps.google.com/?cid=5653800970240925595,Miyagi
Nemichi Shrine,"448 Itatori, Seki, Gifu 501-2901, Japan",Gifu,35.6518982,136.8216947,http://maps.google.com/?cid=7484448622223870905,Gifu
Nihombashi Sonoji,"2 Chome-22-11 Nihonbashiningyocho, Chuo City, Tokyo 103-0013, Japan",Tokyo,35.686234,139.784539,http://maps.google.com/?cid=1200793359594671357,Tokyo
Niigata Katsudon Tarekatsu - Kichijoji Store,"1 Chome-1-9 Kichijoji Minamicho, Musashino, Tokyo 180-0003, Japan",Tokyo,35.702892,139.577801,http://maps.google.com/?cid=6669112889202811882,Tokyo
Nikujirumen Susumu,"Japan, 〒101-0021 Tokyo, Chiyoda City, Sotokanda, 3 Chome−7−12 イサミヤ第8ビル",Tokyo,35.7024541,139.7704514,http://maps.google.com/?cid=18119116161675878394,Tokyo
Ninna-ji Temple,"33 Omuroouchi, Ukyo Ward, Kyoto, 616-8092, Japan",Kyoto,35.0310937,135.7138198,http://maps.google.com/?cid=16869319989750642499,Kyoto
Nishi Hongan-ji Temple,"Japan, 〒600-8501 Kyoto, Shimogyo Ward, Honganji Monzencho",Kyoto,34.991777,135.7516549,http://maps.google.com/?cid=17646278351113804948,Kyoto
Nissekiji,"163 Oiwa, Kamiichi, Nakaniikawa District, Toyama 930-0463, Japan",Toyama,36.6622248,137.391158,http://maps.google.com/?cid=4432410369255863459,Toyama
Niukawakami Jinja,"968 Omura, Higashiyoshino, Yoshino District, Nara 633-2431, Japan",Nara,34.3902766,135.9864729,http://maps.google.com/?cid=1902695779748866074,Nara
No.1 Ryozenji Temple,"Tsukahana-126 Oasacho Bando, Naruto, Tokushima 779-0230, Japan",Tokushima,34.1596727,134.5025268,http://maps.google.com/?cid=12956892397881746209,Tokushima
No.15 Awa Kokubun Temple,"Yano-718-1 Kokufucho, Tokushima, 779-3126, Japan",Tokushima,34.0557035,134.4735965,http://maps.google.com/?cid=10701926414221837698,Tokushima
No.21 Tairyuji Temple,"Japan, 〒771-5173 Tokushima, Anan, Kamocho, 龍山2",Tokushima,33.882509,134.5217357,http://maps.google.com/?cid=14818402031678629017,Tokushima
No.31 Chikurin Temple,"3577 Godaisan, Kochi, 781-8125, Japan",Kochi,33.5465393,133.5765793,http://maps.google.com/?cid=796295377448613039,Kochi
Nobunaga no Yakata Museum,"777 Azuchicho Kuwanomiji, Omihachiman, Shiga 521-1321, Japan",Shiga,35.1488278,136.14795,http://maps.google.com/?cid=13629615441198728240,Shiga
Nukumori No Mori,"2949 Wajicho, Chuo Ward, Hamamatsu, Shizuoka 431-1115, Japan",Shizuoka,34.7653417,137.6573018,http://maps.google.com/?cid=1841659982087045269,Shizuoka
Ogamiyama Shrine Okunomiya,"1 Daisen, Saihaku District, Tottori 689-3318, Japan",Tottori,35.3886684,133.538933,http://maps.google.com/?cid=2339431268383091141,Tottori
Ogawa Waterfalls Observation Deck,"Nejimekawaminami, Minamiosumi, Kimotsuki District, Kagoshima 893-2501, Japan",Kagoshima,31.2005395,130.8244329,http://maps.google.com/?cid=346525799413851040,Kagoshima
Okayama Orient Museum,"9-31 Tenjincho, Kita Ward, Okayama, 700-0814, Japan",Okayama,34.6664575,133.9302965,http://maps.google.com/?cid=14423355931405457879,Okayama
Okazaki Park,"他 Okazaki Saishojicho, Sakyo Ward, Kyoto, 606-8342, Japan",Kyoto,35.0143945,135.7825372,http://maps.google.com/?cid=8629426864828700645,Kyoto
Oroji Tonkatsu,"3 Chome-17-21 Shinjuku, Shinjuku City, Tokyo 160-0022, Japan",Tokyo,35.6919452,139.7036978,http://maps.google.com/?cid=11062607449148301369,Tokyo
Oshima Honjinchaya,"16-1 Nishimigama, Suō-Ōshima, Oshima District, Yamaguchi 742-2101, Japan",Yamaguchi,33.9542961,132.1893008,http://maps.google.com/?cid=6099299740129432873,Yamaguchi
Oshiraji Falls,"Shimoisano, Yaita, Tochigi 329-2502, Japan",Tochigi,36.9220904,139.8266442,http://maps.google.com/?cid=17113894989081429462,Tochigi
Osorezan Bodaiji Temple,"Usoriyama-3-2 Tanabu, Mutsu, Aomori 035-0021, Japan",Aomori,41.3282428,141.0898174,http://maps.google.com/?cid=17133813492216883627,Aomori
Osu Kannon (Kitanosan Shinpuku-ji Hoshoin),"2 Chome-21-47 Osu, Naka Ward, Nagoya, Aichi 460-0011, Japan",Aichi,35.1596892,136.8994186,http://maps.google.com/?cid=2881118202202290152,Aichi
Oyama Afuri Shrine,"355 Oyama, Isehara, Kanagawa 259-1107, Japan",Kanagawa,35.4318672,139.2380301,http://maps.google.com/?cid=14849074436999249762,Kanagawa
Ozasa,"1 Chome-1-8 Kichijoji Honcho, Musashino, Tokyo 180-0004, Japan",Tokyo,35.703959,139.5791138,http://maps.google.com/?cid=15547006718129756026,Tokyo
PAMM家,"Japan, 〒150-0001 Tokyo, Shibuya, Jingumae, 4 Chome−17−17 PAMM家",Tokyo,35.6690257,139.7100918,http://maps.google.com/?cid=12839876918570131532,Tokyo
Paradise vintage,"Japan, 〒150-0001 Tokyo, Shibuya, Jingumae, 6 Chome−7−15 ＹＯビル A室 Paradise vintage",Tokyo,35.6672339,139.7057777,http://maps.google.com/?cid=10734280530570492030,Tokyo
